Country Name,Country Code,Year,"average_value_Adjusted net enrollment rate, primary, female (% of primary school age children)","average_value_Adjusted net enrollment rate, primary, male (% of primary school age children)","average_value_Adolescent fertility rate (births per 1,000 women ages 15-19)",average_value_Births attended by skilled health staff (% of total),"average_value_Children out of school, primary, female","average_value_Children out of school, primary, male","average_value_Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","average_value_Fertility rate, total (births per woman)","average_value_Life expectancy at birth, female (years)","average_value_Life expectancy at birth, male (years)","average_value_Mortality rate, adult, female (per 1,000 female adults)","average_value_Mortality rate, adult, male (per 1,000 male adults)","average_value_Persistence to last grade of primary, female (% of cohort)","average_value_Persistence to last grade of primary, male (% of cohort)","average_value_Primary education, teachers (% female)","average_value_Progression to secondary school, female (%)","average_value_Progression to secondary school, male (%)","average_value_Repeaters, primary, female (% of female enrollment)","average_value_Repeaters, primary, male (% of male enrollment)","average_value_School enrollment, secondary, female (% gross)","average_value_School enrollment, secondary, female (% net)","average_value_School enrollment, secondary, male (% gross)","average_value_School enrollment, secondary, male (% net)","average_value_School enrollment, tertiary, female (% gross)","average_value_School enrollment, tertiary, male (% gross)","average_value_Secondary education, general pupils (% female)","average_value_Secondary education, pupils (% female)","average_value_Secondary education, teachers (% female)","average_value_Secondary education, vocational pupils (% female)","average_value_Survival to age 65, female (% of cohort)","average_value_Survival to age 65, male (% of cohort)","average_value_Trained teachers in primary education, female (% of female teachers)","average_value_Trained teachers in primary education, male (% of male teachers)"
Trinidad and Tobago,TTO,2009,96.75295,99.92127,36.7748,,1967,49,,,,,,,59.6944809,59.56428909,59.63014984,42.06055832,45.86637115,43.94113922,10.27727985,8.932370186,9.612719536,56.62501144,56.84582138,56.73411942,1.804,74.538,68.977,131.271,227.624,92.05027771,86.93560028,78.75655365,94.43911,93.96997,4.72431,6.79619,,,,,,,51.15068,,,,80.1397268,68.7058128,95.82267761,58.97597885
Tunisia,TUN,1971,63.88022,91.29857,46.7236,,160672,40015,,,,,,,,,,,,,,,,,,,6.591,53.43,51.219,303.525,336.476,,,,,,,,12.5309,,32.15410995,,1.14594996,4.509950161,,27.64658,,,49.2663948,45.4098168,,
Turkey,TUR,2017,94.52416,95.21518,26.559,98,143085,130376,0.3389,0.508319974,0.422719985,,,,50.62900162,71.37006378,60.89331818,16.5915699,21.63578033,19.08783913,16.5915699,21.63578033,19.08783913,32.61719131,45.5688591,39.02669907,2.081,80.088,74.149,68.731,135.409,99.96527863,99.98017883,61.12989044,,,2.34436,2.4011,103.3873672,86.04436,108.4947815,88.3655,,,48.67995,47.79338,52.79848862,44.95388,89.394342,81.247496,,
Uruguay,URY,2018,,,58.2386,,,,,,,13.87987041,8.760359764,11.47317982,58.83082962,54.57920837,56.83214188,15.71652031,10.61378956,13.31772041,15.71652031,10.61378956,13.31772041,33.78411102,26.67305946,30.44119072,1.973,81.359,73.958,76.015,139.322,,,,,,,,127.6752701,,114.9466476,,,,,,,,87.6444586,78.401205,,
Virgin Islands (U.S.),VIR,1995,,,69.5138,,,,,,,,,,,,,,,,,,,,,,2.481,77.571,73.547,75.254,111.389,,,,,,,,,,,,,,49.2126,49.2126,,,86.9590872,80.4653382,,
"Yemen, Rep.",YEM,2017,,,60.352,,,,,,,,,,,,,,,,,,,,,,3.89,67.786,64.413,192.885,240.42,,,,,,,,,,,,,,,,,,70.902195,63.768313,,
South Africa,ZAF,2010,,,70.0888,,,,,,,,,,70.21943665,74.53420258,72.24150848,11.79846001,13.11013031,12.41316032,5.563650131,6.896220207,6.188149929,56.05413818,60.22819901,58.01028061,2.598,60.565,54.906,388.943,509.854,,,77.11904144,,,,,96.56371307,,90.95050049,,,,51.43662,51.1424,,45.11122,54.4069958,40.2336956,,
Angola,AGO,1984,,,223.008,,,,,,,,,,,,,,,,,,,,,,7.459,46.612,43.414,406.975,476.535,,,,,,,,,,,,,,,,,,39.8340482,33.4524804,,
Armenia,ARM,2016,92.76478,92.26444,22.1604,99.8,5293,6493,,,,,,,,,,,,,,,,,,,1.744,77.949,71.022,74.168,173.906,93.02718353,94.07714844,,98.04007,98.15183,0.79167,0.62146,,,,,57.1154213,45.01602173,47.93462,,,,87.6598404,72.3765598,,
Azerbaijan,AZE,1971,,,34.5594,,,,,,,,,,,,,,,,,,,,,,4.85,66.55,59.637,100.821,221.253,,,,,,,,,,,,,,,,,,73.1991526,58.2167476,,
Belgium,BEL,2015,98.34136,98.4238,5.2022,,4338,3065,0.382340014,0.80381,0.586290002,32.46595001,30.90263939,31.70948029,82.18701935,86.67337799,84.35791779,33.82556152,32.65914917,33.26115036,32.87921143,31.19569969,32.06457138,64.6968689,67.82510376,66.21057892,1.7,83.4,78.7,53.933,89.305,,,81.80995941,,,2.39951,2.58448,174.6784363,94.08609,153.6438599,93.23908,84.66545105,64.76876831,53.04716,52.12979,62.94361877,51.01477,91.3165576,85.5177652,,
Benin,BEN,1969,,,91.0188,,,,,,,,,,,,,,,,,,,,,,6.71,42.873,40.368,388.839,439.099,,,,,,,,,,,,,,,,,,36.2414736,31.3988144,,
Bulgaria,BGR,1966,,,69.7798,,,,,,,,,,,,,,,,,,,,,,2.03,73.18,69.36,100.656,155.084,,,,,,,,,,,,,,,,,,80.7782022,71.9611892,,
Bahrain,BHR,1995,99.9328,98.33522,20.1924,97.6,22,573,,,,,,,,,,,,,,,,,,,3.147,74.55,72.56,87.979,113.384,81.87599945,80.78687286,65.29976654,,,4.62958,5.81298,108.2371674,94.18347,104.1243591,89.73895,20.75989914,12.84068966,53.30378,49.69406,50.56000137,24.8559,83.1739214,78.7581134,,
Bolivia,BOL,2007,,,81.926,,,,,,,,,,,,,,,,,,,,,,3.447,68.736,64.168,180.002,244.427,,,,,,,,84.54309845,73.03837,86.68417358,73.28759,,,48.18232,48.36428,,48.48275,70.813769,62.615693,,
Barbados,BRB,1980,,,70.3464,,,,,,,,,,,,66.80323792,,,3.35552001,,,,,,,2.004,74.443,69.787,149.612,214.164,,,,,,,,95.86862183,,82.80666351,,,,53.15602,53.15602,,,80.9493354,72.0755516,,
Brunei Darussalam,BRN,2000,,,27.4754,99.2,,,,,,,,,,,,,,,,,,,,,2.346,74.135,71.692,89.125,123.518,,,67.3585968,,,,,85.94766235,,83.39401245,,15.70011997,9.379380226,50.67622,49.90769,50,36.14393,82.0231706,75.0750316,,
Botswana,BWA,1968,,,160.7748,,,,,,,,,,,,,,,,,,,,,,6.687,56.063,49.765,302.962,364.196,,,,,,,,,,,,,,,,,,52.4969978,38.6930852,,
Central African Republic,CAF,1969,,,176.58,,,,,,,,,,,,,,,,,,,,,,5.958,43.181,39.771,402.661,468.933,,,,,,,,,,,,,,,,,,36.1978006,30.1986482,,
Central Europe and the Baltics,CEB,1993,,,36.68970627,,,,,,,,,,,,,,,,,,,,,,1.671068168,75.13747661,66.77410272,105.4786158,260.4182152,96.77144,95.92493,84.76103,99.00666,99.18984,1.31375,2.93628,88.084,,86.82506,,21.16374969,18.28401947,52.67595,49.20375,65.76331,43.44482,82.61921274,62.67603885,,
Switzerland,CHE,1982,77.79511,76.80274,8.831,,56934,62679,,,,,,,,,,,,,,,,,,,1.56,79.44,72.79,70.902,144.644,55.39477921,54.1701889,,,,1.83739,2.59911,89.81854248,73.89013,99.50225067,83.51671,11.77124023,25.92703056,49.6136,46.42563,,40.82665,88.512349,77.349384,,
Switzerland,CHE,2013,,,3.355,,,,,,,,,,,,,,,,,,,,,,1.52,85,80.7,38.848,66.885,,,82.36081696,99.78603,100,1.11665,1.34224,97.63217163,82.58785,100.0855713,84.47916,56.61547089,55.93574905,51.53089,48.05592,48.79533005,42.2288,93.5048256,89.2521066,,
Cameroon,CMR,2012,,,120.959,,,,,,,,,,,,,,,,,,,,,,4.984,57.377,54.777,335.504,377.681,,,51.15607071,,,11.86065,12.72062,47.53411102,36.95547,55.59756088,42.33536,11.41226006,14.76210976,47.97949,45.82037,44.40288925,37.68904,53.185521,47.454064,78.41934967,79.15263367
Cuba,CUB,1991,91.71904,91.54081,70.2732,99.8,36763,39414,,,,,,,,,,,,,,,,,,,1.668,76.651,72.843,105.97,148.925,,,78.89716339,,,,,94.82012177,73.50074,82.36506653,63.8409,24.60985947,17.90683937,53.25024,52.32646,51.05176163,50.44583,82.9567174,76.7552448,,
Djibouti,DJI,2020,,,,,15408,15489,,,,,,,,,,,,,,,,,,,,,,,,,,30.60606003,,,,,55.58464813,,53.96271896,,,,,,,,,,,
Dominican Republic,DOM,1972,,,130.901,,,,,,,,,,,,,,,,,,,,,,5.784,60.964,57.682,203.359,242.34,,,,,,,,,,,,6.473589897,9.964940071,,,,,61.405149,55.403658,,
Algeria,DZA,1966,,,117.1344,,,,,,,,,,,,,,,,,,,,,,7.676,49.597,48.023,303.288,353.627,,,,,,,,,,,,,,,,,,46.4378722,41.6211022,,
East Asia & Pacific,EAS,1971,,,43.20383453,,,,,,,,,,,,,,,,,,,,,,5.052299979,62.77841062,58.63813147,202.4387973,255.7369647,,,,,,,,34.18365,,44.24981,,,,42.6825,42.4957,,39.959,64.14568009,55.31658294,,
East Asia & Pacific,EAS,1983,,,29.67569787,,,,,,,,,,,,,,,,,,,,,,2.845394361,69.27843891,65.37606854,136.2696701,182.7086015,,,41.42601,,,,,32.94219,,42.26219,,4.718349934,7.907820225,42.89666,42.84967,31.62822,42.24233,74.97952759,67.46215296,,
European Union,EUU,2018,97.09077,96.4723,8.927776955,98.87499248,244627,282426,,,,,,,,,,,,,,,,,,,1.543591745,83.86778373,78.34928504,,,97.72328,96.77061,85.14807,,,1.29646,1.99199,110.0293,91.82051,110.0217,91.13372,78.92343903,63.46089172,50.33841,48.57699,64.15936,43.66208,92.16663041,84.41210106,,
Faroe Islands,FRO,2016,,,,,,,,,,,,,,,,,,,,,,,,,2.6,84.4,79.8,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,1995,,,46.2384,,,,,,,,,,,,,,,,,,,,,,4.664,65.582,62.653,179.965,201.769,,,,,,,,,,,,,,,,,,68.9628144,63.3166974,,
Guinea,GIN,1998,31.84127,49.8258,172.5512,,432812,320717,,,,,,,,,,,,,,,,,,,6.211,51.571,51.281,300.444,317.713,,,24.52639961,,,29.24228,27.03973,,,,,0.294800013,2.386420012,25.67275,,,,48.4869634,46.3816926,,
Guinea,GIN,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,2013,72.35845,67.757,88.3514,57.2,42296,50114,,,,,,,,,,,,,,,,,,,5.48,61.764,59.151,240.079,294.392,79.93132782,74.55194092,29.44664001,94.92243,93.89279,3.33084,3.51501,,,,,,,49.45328,,15.54712009,,61.9131992,55.0968524,86.76894379,79.89196014
Greece,GRC,1988,91.91613,91.53878,26.8094,99.73,35476,39565,,,,,,,,,,,,,,,,,,,1.5,79.073,72.861,69.088,136.909,97.79580688,97.30621338,49.49776077,98.13134,100,0.0444,0.04674,89.65078735,80.88782,93.74256897,80.68385,24.57975006,23.44020081,50.51111,47.24495,53.62818909,29.64228,88.1698222,77.8499684,,
Guatemala,GTM,1991,,,128.7026,,,,,,,,,,,,,,,,,,,,,,5.38,65.796,59.945,187.52,307.17,,,,,,,,,,,,,,,,,,67.679576,55.3684418,,
Guatemala,GTM,2005,90.89891,93.6177,96.1276,,85342,58764,,,,,,,,,,,,,,,,,,,3.971,72.938,66.527,137.969,248.898,61.96289063,64.64511108,,91.29663,94.0255,11.60376,13.32431,39.78564072,,43.20191956,,,,45.99053,47.56553,,51.34832,77.14021,65.1895886,,
Honduras,HND,1984,89.0043,87.62265,137.4012,,38691,44289,,,,,,,,,,,,,,,,,,,5.802,65.077,60.693,207.457,266.213,,,74.10076141,,,14.53493,16.37476,36.08177185,,30.9666996,,,,50.51967,53.73815,48.20212173,60.79772,65.9514892,58.1401756,,
Heavily indebted poor countries (HIPC),HPC,2003,59.22834,66.77169,128.9398006,,17000000,14000000,,,,,,,,,,,,,,,,,,,5.876749888,55.41216807,52.4183801,332.8272914,382.9193359,55.9826,58.51757,38.73497,67.85561,70.60038,14.10373,14.23759,20.53132,16.72659,29.10136,22.0582,3.228250027,5.054049969,41.14939,41.12194,23.71822,40.92661,50.85680064,44.4825984,81.84545898,73.11698914
IDA & IBRD total,IBT,2011,88.5532,89.62609,51.52559078,,30100000,28700000,,,,,,,,,,,,,,,,,,,2.636453057,71.30595301,67.10528961,134.4604953,200.2416653,76.41705,74.91188,59.17954,90.75397,90.94319,4.75054,5.21006,67.2403,59.99452,69.66996,60.73689,26.03919983,25.41436005,47.83782,47.41568,50.958,43.73916,77.20542796,68.88752761,,
Indonesia,IDN,2005,91.87563,94.57581,51.711,,1075765,746392,,,,,,,,,,,,,,,,,,,2.514,69.107,65.579,162.12,217.647,,,61.02204895,88.95904,88.29418,3.19399,4.91302,59.83853149,53.12387,60.46035004,53.66057,,,49.98712,48.96249,43.46414948,42.4147,73.128628,65.91925,,
Ireland,IRL,1971,98.4323,97.1615,19.5988,,2727,5147,,,,,,,34.18420029,29.88471985,32.05894852,3.608479977,5.695549965,4.640190125,,,,,,,3.93,73.626,68.75,116.133,175.363,,,,,,,,76.60119629,65.27091,70.98812866,61.57229,7.460619926,13.76537991,55.33948,50.96188,,38.46111,79.9476362,70.0085974,,
Iraq,IRQ,1960,,,141.4524,,,,,,,,,,,,,,,,,,,,,,6.252,47.561,48.478,379.582,348.36,,,,,,,,,,,,,,,,,,40.659587,42.111731,,
Jordan,JOR,1991,,,51.221,,,,,,,,,,,,,,,,,,,,,,5.326,71.593,68.79,130.489,169.349,,,66.05397797,,,4.38043,4.80651,76.59799194,,74.67312622,,22.46171951,20.15483093,48.90571,48.02774,,34.55947,77.6713708,71.5383622,,
Kiribati,KIR,1993,,,45.064,,,,,,,,,,,,,,,,,,,,,,4.512,63.388,58.345,205.187,284.893,,,59.03165817,,,0.3223,0.55764,,,,,,,53.5533,,,,64.4336344,53.8989482,,
"Korea, Rep.",KOR,1973,95.48572,98.06219,13.2402,,119339,53991,,,,,,,,,,,,,,,,,,,4.07,67.3,59.7,196.473,342.293,92.39514923,93.24436188,32.82704926,,,0,0,37.03966141,34.75801,54.25820923,49.02851,3.82269001,10.26175022,40.60075,39.35747,16.52914047,31.88227,69.0073884,49.8694262,,
Lower middle income,LMC,2019,,,42.09946931,,15300000,13400000,,,,,,,,,,,,,,,,,,,2.692764694,70.88720536,67.40963746,145.9317602,202.8697967,,,59.11714,,,,,67.49965,,67.53324,,25.02956963,23.44927979,,,48.03902,,75.6062659,68.2341515,75.33660126,73.95603943
Latvia,LVA,1962,,,19.649,,,,,,,,,,,,,,,,,,,,,,1.91,73.19,65.85,115.514,236.175,,,,,,,,,,,,,,,,,,80.393,64.731,,
Latvia,LVA,1979,,,35.3918,,,,,,,,,,,,,,,,,,,,,,1.87,73.72,63.52,123.061,317.985,,,,,,,,,,,,,,,,,,80.3646,57.0486,,
Maldives,MDV,1987,,,171.318,,,,,,,,,,,,,,,,,,,,,,6.78,58.08,59.832,296.208,231.428,,,,,,,,,,,,,,,,,,54.564771,59.285799,,
Mexico,MEX,1965,,,116.91,,,,,,,,,,,,,,,,,,,,,,6.783,61.588,57.382,227.966,297.73,,,,,,,,,,,,,,,,,,60.7954124,52.6878938,,
Marshall Islands,MHL,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,1961,,,95.14730965,,,,,,,,,,,,,,,,,,,,,,5.626239598,49.77824627,46.84366786,344.4576302,410.9440876,,,,,,,,,,,,,,,,,,44.49451623,36.68962875,,
Mali,MLI,2007,54.17564,65.90277,185.469,,489999,373768,,,,,,,,,,,,,,,,,,,6.719,54.173,52.926,282,300.865,72.62410736,79.45819092,26.5934391,81.65858,84.18822,17.28768,16.69173,23.99025917,,36.45978165,,,,37.71799,39.06947,10.37596035,50.90962,52.310625,49.654525,,
Mali,MLI,2011,64.10311,74.29565,180.2178,,444190,326859,,,,,,,7.728129864,15.09350967,10.93435955,1.723119974,5.169829845,3.223510027,1.723119974,5.169829845,3.223510027,5.54087019,11.10731983,7.964000225,6.474,56.326,55.065,274,293.933,59.41872025,63.54653931,28.05244064,,,12.8773,12.8369,33.85042191,26.05559,48.44466019,37.7848,3.25184989,7.663350105,40.49637,40.56993,10.52980042,41.13616,54.5041426,51.6920098,56.60593033,50.79325104
Montenegro,MNE,2018,,,8.781,98.8,,,,,,,,,,,,,,,,,,,,,1.745,79.199,74.317,65.97,125.094,,,,,,0.31199,0.31877,90.52429962,89.75502,89.28851318,88.45482,64.91356659,47.94990921,49.77254,48.03013,,44.5529,88.9989944,79.7901314,,
Mauritius,MUS,1993,93.37677,92.17023,41.3146,96.3,3883,4754,,,,,,,,,,,,,,,,,,,2.21,74,66.4,127.368,257.663,,,46.85549927,72.06669,67.81289,7.5629,7.67984,,,,,,,50.91888,,,,78.7160094,61.6360096,,
Malawi,MWI,1984,,,198.8072,,,,,,,,,,,,,,,,,,,,,,7.545,46.56,44.303,321.471,399.937,36.08980179,45.85005188,,81.25366,87.16334,13.62201,12.87283,11.21928978,,23.77181053,,0.209549993,0.718789995,31.57826,31.53968,,27.8436,42.5708366,36.5524366,,
Namibia,NAM,2001,93.26871,89.24089,83.4088,,11687,18424,,,,,,,27.23320007,30.00790024,28.51309013,5.082419872,5.953949928,5.484429836,2.037899971,2.601170063,2.297719955,16.2963295,19.01573944,17.55071068,3.763,53.425,49.281,439.227,501.457,,,66.28507996,,,11.31789,14.78421,66.87419891,48.82428,60.32221985,39.14611,6.468309879,7.930449963,53.09578,53.09578,,,39.1414762,29.5279808,88.16262817,85.05069733
Nicaragua,NIC,1982,63.78167,61.72297,169.558,,104939,114273,,,,,,,,,,,,,,,,,,,5.902,62.212,56.317,211.73,298.452,39.55086899,33.48553848,79.07125092,,,14.37201,16.30232,37.78437042,,31.67137909,,9.140850067,10.25646973,52.46196,53.79092,,60.80603,63.129747,52.936116,,
Nepal,NPL,1979,,,130.554,,,,,,,,,,,,,,,,,,,,,,5.756,46.354,45.807,395.599,432.428,,,9.786230087,,,,,,,,,,,,19.23802,9.803389549,,38.7617594,35.7001124,,
Puerto Rico,PRI,1997,,,72.4,,,,,,,,,,,,,,,,,,,,,,1.9,79.429,70.126,80.885,223.726,,,,,,,,,,,,,,,,,,86.922233,69.620942,,
Qatar,QAT,2013,,,10.9988,,2116,4553,,,,34.48603821,17.07414055,20.51387978,69.79151917,69.41266632,69.48751068,38.52912903,21.6925602,25.01865005,,,,55.11832047,43.83856964,46.06689835,1.972,81.198,78.311,48.071,67.694,,,87.1031189,99.52277,100,0.47017,1.07686,,,,,34.41749954,5.597390175,49.34851,48.99248,53.77647018,0,90.8163916,91.347153,,
San Marino,SMR,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.63414764,,,,,47.19551086,46.875,52.75362015,52.53623,,,44.72285,44.72285,61.17647171,,,,,
Serbia,SRB,1984,,,50.3942,,,,,,,,,,,,,,,,,,,,,,,,,109.519,197.016,,,,,,,,,,,,,,,,,,80.4394598,67.7615422,,
Sub-Saharan Africa,SSF,1996,,,132.8507477,,25100000,21000000,,,,,,,,,,,,,,,,,,,5.961994213,51.83210492,48.33424698,359.1985716,424.9285273,61.40425,63.65665,42.93139,61.64436,59.74458,10.2189,11.41661,21.81902,,26.8594,,3.063270092,4.782030106,45.42471,44.58254,32.73912,34.86217,46.09962318,38.50517772,,
Sao Tome and Principe,STP,1986,,,131.679,,,,,,,,,,,,,,,,,,,,,,6.046,61.13,57.226,214.851,268.987,,,,,,,,,,,,,,,,,,60.077915,51.505172,,
Slovak Republic,SVK,2009,86.80889,84.79292,21.6528,99.52,3929,4112,,,,,,,,,,,,,,,,,,,1.44,78.7,71.3,74.638,184.574,98.35414124,98.09008026,89.23210144,99.28163,99.51706,2.94382,3.48708,92.28138733,86.4257,91.09963226,85.01984,69.17987823,43.43389893,50.94184,49.12395,74.88249969,45.76478,88.0888268,72.2001898,,
Sweden,SWE,1985,,,12.1418,,,,,,,,,,,,,,,,,,,,,,1.74,79.7,73.78,68.665,126.674,,,,,,,,90.33165741,,80.22637177,,33.20975113,29.15575027,51.48965,51.71161,,52.16677,88.857867,79.8729992,,
Seychelles,SYC,1977,,,115.927,,,,,,,,,,,,,,,,,,,,,,,,,129.349,233.807,,,,97.15302,98.79195,0.29679,0.80857,,,,,,,54.96111,,,,77.952504,63.988248,,
East Asia & Pacific (IDA & IBRD countries),TEA,2004,,,19.47297396,,4249618,4138715,,,,,,,,,,,,,,,,,,,1.87725235,73.4961806,69.43621687,104.2784185,150.2780834,80.88874,82.04915,56.79986,90.69333,91.47999,1.20202,1.56456,62.89374,65.92082,64.87153,66.10484,17.80617905,19.07526016,47.66871,47.73246,45.78884,48.22673,81.28687378,74.4816741,,
Togo,TGO,1973,,,144.836,,,,,,,,,,,,,,,,,,,,,,7.222,49.895,46.854,312.629,376.333,,,19.93444061,,,,,4.401850224,,14.2783699,,0.15862,1.353970051,22.79661,23.65124,20.53653908,31.80593,46.4064156,39.5788622,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2006,,,121.09959,,18600000,15200000,,,,,,,,,,,,,,,,,,,5.472827561,55.07359924,52.18393301,345.3770941,394.8706879,57.74965,58.84339,44.7786,72.4972,72.99132,9.01975,9.40081,29.15941,23.88964,37.09172,28.78653,5.306469917,7.492209911,44.15681,43.76986,30.38417,37.99989,49.76890943,43.31371343,77.7720871,70.50366211
Tanzania,TZA,2007,,,133.45,,,,,,,,,,,,,,,,,,,,,,5.584,57.412,54.396,338.602,382.85,,,49.01126099,,,4.18099,4.25871,,,,,0.977050006,2.039930105,46.7721,,,,50.404517,43.756427,100,100
Tanzania,TZA,2015,,,120.295,,,,,,,,,,,,,,,,,,,,,,5.079,65.127,61.082,211.158,268.176,,,,,,,,27.01022911,,27.26833916,,2.803299904,5.209549904,,49.47021,,,66.119003,57.3587048,,
Ukraine,UKR,2010,91.08331,90.53871,28.9362,99.9,67621,75722,,,,,,,,,,,,,,,,,,,1.443,75.5,65.28,118.251,309.172,98.62593079,97.71317291,98.57987213,99.81045,99.92016,0.07092,0.07113,94.38394928,86.24491,96.71148682,85.74998,89.53579712,71.25946045,49.24424,48.1862,,35.52994,81.126593,55.4116458,,
Ukraine,UKR,2011,93.47101,92.31717,28.4446,99.9,49263,61389,,,,,,,,,,,,,,,,,,,1.459,75.88,65.98,111.607,295.993,98.55299377,97.61712646,98.83634186,99.73991,99.75392,0.064,0.06393,92.08818817,84.25473,94.85111237,84.15341,89.28794861,75.44503021,49.27014,48.04586,,35.38424,81.96159,57.2821794,,
Uzbekistan,UZB,1974,,,40.968,,,,,,,,,,,,,,,,,,,,,,5.973,66.777,59.662,133.051,262.102,,,,,,,,,,,,,,,,,,71.1446854,55.9027888,,
St. Vincent and the Grenadines,VCT,1964,,,196.2584,,,,,,,,,,,,,,,,,,,,,,6.876,62.844,59.849,164.204,206.262,,,,,,,,,,,,,,,,,,66.1479772,60.0525252,,
St. Vincent and the Grenadines,VCT,1975,,,144.9058,,,,,,,,,,,,,,,,,,,,,,4.973,67.053,63.591,163.52,211.92,,,,,,,,32.75662994,,23.16436005,,,,57.88085,58.22058,40.81632996,62.91793,71.451322,63.4216814,,
"Venezuela, RB",VEN,1998,,,93.6986,,,,,,,,,,,,,,,,,,,,,,2.915,75.451,68.306,108.141,218.832,,,,,,,,,,,,,,,,,,81.2382324,68.3284412,,
"Venezuela, RB",VEN,2006,93.35744,92.36167,90.3386,,75334,93267,,,,,,,47.73976135,44.04758835,45.92707062,14.59766006,11.38383007,13.01982021,14.59766006,11.38383007,13.01982021,37.54130173,32.54943848,35.09054184,2.595,76.95,69.186,96.77,208.424,100,94.49442291,,98.90587,99.59311,4.58625,7.54708,81.95179749,71.11443,72.80966949,62.24543,,,52.0188,51.94073,,50.58716,83.468398,69.8798564,,
Vanuatu,VUT,1968,,,93.4508,,,,,,,,,,,,,,,,,,,,,,6.433,54.612,52.315,328.467,385.41,,,,,,,,,,,,,,,,,,49.6619318,42.4149776,,
Samoa,WSM,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,2004,,,34.8666,100,,,,,,,,,,,,,,,,,,,,,4.456,72.685,67.784,118.23,197.384,,,,,,,,88.97364044,,78.79946136,,,,50.55967,50.55967,,,79.9118092,68.6138354,,
"Yemen, Rep.",YEM,2003,59.34995,84.08438,83.76,26.8,710058,288102,,,,,,,,,,,,,,,,,,,5.778,63.956,60.855,225.607,271.896,60.29341888,72.29801941,,,,3.69323,4.75745,29.07342911,,65.40278625,,5.393680096,15.51776981,30.29596,30.12804,,5.31788,65.3816998,58.519651,,
Albania,ALB,1965,,,50.324,,,,,,,,,,,,,,,,,,,,,,5.773,66.987,64.723,131.72,146.372,,,,,,,,,,,,,,,,,,72.6493218,68.896263,,
Albania,ALB,1984,,,16.5676,,,,,,,,,,,,,,,,,,,,,,3.323,73.754,68.788,82.196,138.422,,,,,,,,79.16184235,,85.19788361,,6.202740192,6.904459953,49.32191,47.01205,,41.69522,83.417979,74.2564058,,
Albania,ALB,2015,,,20.0772,,,,,,,,,,,,,,,,,,,,,,1.677,80.107,76.066,51.195,99.215,89.05256653,88.65686035,84.34628296,97.82632,98.28624,0.68174,0.98267,95.12265778,87.83338,99.47830963,86.97802,73.53012085,51.56087875,49.25106,46.86349,65.46787262,16.25806,91.0844242,83.9492568,,
Andorra,AND,2008,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,,,,77.9017868,,,2.16981,3.41484,,,,,,,49.03873,49.208,,51.52672,,,100,100
Bulgaria,BGR,1960,,,67.663,,,,,,,,,,,,,,,,,,,,,,2.31,71.03,67.55,114.354,165.15,,,,,,,,,,,,,,,,,,77.3956298,69.7133084,,
Brunei Darussalam,BRN,2007,,,18.057,99.9,,,,,,,,,,,,,,,,,,,,,1.933,75.425,73.344,76.142,107.749,96.18231964,96.30912018,73.84233856,99.44969,99.85816,1.28667,2.8227,96.22673798,88.49667,95.38591766,86.90861,19.57519913,10.54111958,49.68214,48.82507,59.99063873,37.43034,83.296496,77.023277,80.1791687,90.30558014
